date,time,Holiday,Year,Mouth,Day,TOPT,MT,LOWT,WET,P,WIND,RAIN,SUN,SO2,NO2,CO,O3,PM10,PM2.5,TD,WOAMN,MAN,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AG1,AG2,AG3,HX,XH,MJ,NFM
20140501,121,1,2014,5,1,27.5,19.7,11.5,72,1014.2,1.7,0,107,16,38,1,140,89,54,93,39,54,0,0,3,10,21,51,8,0,23,70,10,33,0,3
20140502,122,1,2014,5,2,30.8,21.8,12.7,61,1016.2,2.6,0,108,19,39,1,148,84,46,91,49,42,1,0,2,6,24,48,10,1,16,74,17,32,1,4
20140503,123,1,2014,5,3,22,18.2,14,60,1020.4,2.9,0,92,22,33,1,118,104,51,94,46,48,0,0,5,14,17,45,13,0,28,66,16,26,0,4
20140504,124,0,2014,5,4,21.2,16.4,13.4,77,1016.1,2,102,0,15,42,1,91,90,46,103,39,64,0,0,0,5,24,67,7,0,12,91,13,37,1,0
20140505,125,0,2014,5,5,18.7,16.1,13.7,54,1020.9,2.9,36,115,26,31,1.1,122,54,25,82,37,45,0,0,4,10,18,44,6,0,22,60,10,24,0,2
20140506,126,0,2014,5,6,22.1,15.6,9.2,49,1019.9,2.1,0,109,16,32,1,116,61,30,86,32,54,0,0,3,16,18,44,5,0,30,56,10,21,0,5
20140507,127,0,2014,5,7,27,19.5,10.6,63,1012.3,2.4,0,111,12,23,0.9,121,49,24,104,39,65,1,0,4,11,28,53,7,1,26,77,11,36,1,2
20140508,128,0,2014,5,8,27.7,19.4,14.3,76,1012.9,2.7,0,100,32,58,1.1,198,108,62,99,37,62,2,0,4,13,20,51,9,2,29,68,14,30,0,0
20140509,129,0,2014,5,9,21.1,16.5,11.9,84,1014.9,1.8,2,0,11,26,0.8,122,89,56,94,38,56,0,0,3,9,31,42,9,0,21,73,13,33,2,3
20140510,130,1,2014,5,10,21.1,19.5,16.9,89,1011.9,2.6,1,0,8,19,0.7,87,31,20,83,38,45,1,0,5,6,24,37,10,1,19,63,11,18,1,5
20140511,131,1,2014,5,11,26.4,22.1,18.9,88,1006.8,3.2,84,0,9,21,0.9,65,33,21,89,43,46,1,0,1,12,16,51,8,1,17,71,13,35,1,0
20140512,132,0,2014,5,12,25.3,20,17,75,1011.5,0.9,85,47,21,38,1.3,163,61,46,104,43,61,0,0,6,17,24,49,8,0,36,68,14,30,2,3
20140513,133,0,2014,5,13,24,20,14.7,71,1008,2.5,2,32,15,36,1,123,60,40,85,32,53,2,0,3,17,17,37,9,2,27,56,6,23,3,1
20140514,134,0,2014,5,14,27,22.4,19.1,86,1001,1.4,410,24,20,49,1.2,113,81,55,98,43,55,1,1,7,8,16,51,14,2,20,76,17,30,2,2
20140515,135,0,2014,5,15,24.3,20.6,16.9,82,1006.1,2.3,6,37,27,52,1.1,191,113,68,94,43,51,1,0,1,12,25,47,8,1,22,71,13,24,2,4
20140516,136,0,2014,5,16,27.2,21.5,15.6,69,1009.4,2.1,0,34,17,38,0.9,171,116,58,87,38,49,1,0,3,10,20,39,14,1,22,64,9,21,2,1
20140517,137,1,2014,5,17,22,19.2,17.7,93,1008.6,1.9,186,0,9,29,0.8,122,44,29,78,33,45,0,1,1,6,22,39,9,0,19,59,7,27,1,4
20140518,138,1,2014,5,18,18.6,18,17.4,96,1010.1,1.5,1,0,12,33,0.7,86,55,35,105,43,62,1,1,0,15,24,49,15,2,23,80,23,25,1,2
20140519,139,0,2014,5,19,23.9,19.1,16.3,90,1009.3,0.5,93,0,16,43,0.9,140,76,45,87,41,46,1,0,1,11,21,44,9,1,20,66,5,29,1,2
20140520,140,0,2014,5,20,26.9,21.6,18.9,81,1007,2.4,29,54,21,48,1.1,183,101,69,89,42,47,0,0,3,6,27,45,8,0,17,72,19,20,2,0
20140521,141,0,2014,5,21,29.4,22.7,15.5,73,1008.9,2.2,0,98,22,46,1.2,199,125,84,97,37,60,0,0,4,11,30,46,6,0,24,73,10,28,1,4
20140522,142,0,2014,5,22,23.2,21.5,19.5,73,1010.3,2.5,8,0,12,27,0.8,130,55,36,83,30,53,0,0,6,17,15,35,10,0,30,53,16,23,0,1
20140523,143,0,2014,5,23,26,22.1,18.5,74,1014.7,3.8,0,121,8,14,0.6,106,28,13,74,33,41,0,0,3,9,20,34,8,0,18,56,9,15,0,5
20140524,144,1,2014,5,24,24.2,22.4,20.4,84,1012.9,3.2,0,0,9,15,0.6,90,29,14,112,51,61,1,0,2,14,29,50,16,1,29,82,15,28,0,1
20140525,145,1,2014,5,25,29.5,25.3,22.8,87,1007.6,1.2,72,12,11,33,0.9,53,59,40,96,53,43,1,0,2,9,22,53,9,1,20,75,10,25,1,7
20140526,146,0,2014,5,26,30.5,24.7,21.4,81,1008.5,1.3,214,36,29,44,1.5,178,169,102,96,51,45,1,0,4,12,27,41,11,1,29,66,12,28,2,3
20140527,147,0,2014,5,27,32.6,25.4,20.6,78,1005.1,1.1,0,85,26,48,1.3,163,157,91,101,41,60,3,0,3,13,20,52,10,3,24,74,10,31,2,2
20140528,148,0,2014,5,28,33.6,26.8,20.5,59,1005.6,1.7,0,95,29,52,1.1,242,159,81,88,46,42,1,0,3,7,22,50,5,1,19,68,11,29,0,0
20140529,149,0,2014,5,29,32.8,26.8,19.8,55,1007,1.4,0,59,22,39,1,160,135,68,77,36,41,0,0,2,13,15,40,7,0,18,59,6,26,1,1
20140530,150,0,2014,5,30,29.2,25.7,20.1,56,1009.1,2.3,0,112,14,29,0.8,127,86,45,93,38,55,1,0,3,12,21,40,16,1,19,73,8,30,2,3
20140531,151,1,2014,5,31,23.8,21.9,20.7,84,1010.5,2.8,12,7,8,15,0.8,114,36,21,68,21,47,0,0,4,7,16,37,4,0,19,49,5,17,2,3
20140601,152,1,2014,6,1,24.1,22.7,21,89,1005.3,2.9,106,0,8,15,0.8,96,28,17,98,42,56,0,1,5,7,26,48,11,0,22,76,12,32,1,0
20140602,153,1,2014,6,2,30.4,25.1,22.4,78,1001.6,2.2,36,34,14,25,1,146,65,43,81,36,45,0,0,0,18,26,35,2,0,32,49,8,23,0,3
20140603,154,0,2014,6,3,25.4,22.8,19.6,68,1004.3,2.1,0,46,19,25,1,133,64,41,73,39,34,2,0,2,9,17,39,4,2,19,52,13,20,2,4
20140604,155,0,2014,6,4,25.7,22,17.4,75,1004.1,1.6,0,15,26,45,1.2,141,106,71,91,40,51,1,0,8,11,19,44,8,1,27,63,11,28,1,4
20140605,156,0,2014,6,5,25.9,21.6,17.3,83,1005,1.7,0,84,21,45,1.1,160,100,65,67,30,37,0,0,4,8,10,38,7,0,17,50,11,16,0,1
20140606,157,0,2014,6,6,28.5,23.5,18.6,79,1004.6,2,0,107,12,24,0.9,155,55,34,68,34,34,0,0,3,7,20,33,5,0,17,51,7,16,1,2
20140607,158,1,2014,6,7,30,24.8,20.9,77,1002.9,2.2,0,72,11,17,0.9,123,55,36,64,29,35,0,0,0,13,15,29,7,0,18,46,10,16,1,1
20140608,159,1,2014,6,8,28.9,24.6,19.9,79,1004.6,2.5,0,60,10,15,0.8,106,45,29,100,45,55,1,0,4,14,23,49,9,1,22,77,9,33,2,2
20140609,160,0,2014,6,9,28.7,23.9,20.3,77,1005.5,2.8,0,78,10,15,0.8,81,35,24,86,46,40,0,0,2,11,23,41,9,0,21,65,7,29,0,5
20140610,161,0,2014,6,10,26,23.1,21,82,1005.6,2.6,0,47,12,21,0.8,65,43,26,100,49,51,0,1,1,14,19,55,10,0,20,80,9,36,2,5
20140611,162,0,2014,6,11,25.7,22.4,19.7,79,1006,2.4,0,84,13,24,0.8,95,38,24,72,32,40,0,0,0,14,22,27,9,0,26,46,7,20,1,2
20140612,163,0,2014,6,12,28.1,22.7,16.9,79,1006,1.9,0,72,21,40,1.1,170,95,59,81,35,46,0,0,3,11,26,35,6,0,24,57,9,24,1,2
20140613,164,0,2014,6,13,30.6,24.2,18.6,70,1007.1,2.1,0,105,16,30,1.1,203,78,53,79,41,38,0,0,4,12,13,46,4,0,20,59,7,20,3,0
20140614,165,1,2014,6,14,32.5,26,20.5,61,1007.7,2,0,86,17,31,1,175,79,55,89,38,51,0,0,3,11,18,51,6,0,21,68,12,27,1,4
20140615,166,1,2014,6,15,31.4,25.6,21.2,73,1006.4,2.3,0,110,10,16,0.8,99,38,24,89,41,48,1,1,1,12,25,40,9,1,23,65,10,26,0,3
20140616,167,0,2014,6,16,27.2,24.9,23.6,86,1003,2.2,5,0,8,14,0.8,66,27,15,105,49,56,1,1,3,11,28,50,11,2,25,78,14,30,3,1
20140617,168,0,2014,6,17,26,23.9,22.2,92,1001.1,2.6,193,0,11,38,1.2,67,57,39,78,32,46,0,0,4,7,22,36,9,0,18,60,14,21,0,0
20140618,169,0,2014,6,18,25.6,23,21.3,85,1005.1,2,1,0,14,30,0.9,114,48,30,64,30,34,0,0,1,10,17,31,5,0,18,46,8,13,0,5
20140619,170,0,2014,6,19,27.1,24.1,21.7,82,1004.4,2.2,0,17,9,16,0.8,98,31,17,85,31,54,0,0,3,9,19,42,12,0,24,61,6,28,1,0
20140620,171,0,2014,6,20,27.1,24.4,23,94,1002.1,1.4,254,8,8,28,0.9,60,28,18,85,33,52,1,0,3,20,23,31,7,1,34,50,10,22,0,1
20140621,172,1,2014,6,21,27.7,23.9,22.3,97,1002.8,2.1,185,0,11,34,1.1,60,45,30,66,32,34,0,0,0,11,16,27,12,0,19,47,7,20,0,0
20140622,173,1,2014,6,22,22.4,21.5,20.8,95,1007.1,1.7,753,0,9,28,0.9,76,22,15,87,36,51,0,0,3,14,25,39,6,0,29,58,9,21,0,4
20140623,174,0,2014,6,23,23,21.5,20.4,95,1007.1,1,65,0,12,42,1.1,43,38,26,89,39,50,0,0,1,15,22,41,10,0,24,65,11,25,1,4
20140624,175,0,2014,6,24,25.6,22.5,20,88,1007,1.6,1,0,10,22,0.8,87,22,14,87,32,55,1,0,6,9,24,37,10,1,23,63,7,21,0,3
20140625,176,0,2014,6,25,24.5,22.3,20.1,91,1006.1,1.6,111,0,8,22,0.7,88,18,14,81,27,54,0,1,2,11,15,49,3,1,15,65,18,25,1,0
20140626,177,0,2014,6,26,27.6,24,22,93,1003.9,1.4,43,0,14,50,1,91,70,43,65,19,46,1,0,1,19,13,27,4,1,24,40,5,17,0,2
20140627,178,0,2014,6,27,24.6,22.9,21.8,97,1005,1.3,541,0,10,42,0.9,60,39,22,78,34,44,0,0,4,10,15,44,5,0,19,59,9,18,2,5
20140628,179,1,2014,6,28,23.6,21.2,19.7,94,1007.2,1.4,88,0,12,44,0.8,69,44,27,86,36,50,0,0,3,11,20,44,8,0,19,67,6,28,1,2
20140629,180,1,2014,6,29,25.6,22.3,18,85,1007.9,0.8,32,0,13,36,1,64,52,33,90,39,51,1,0,1,11,18,51,8,1,23,66,10,28,2,2
20140630,181,0,2014,6,30,24.4,21.6,20.6,94,1009.9,0.8,95,0,12,40,1,62,58,37,57,22,35,0,1,1,10,21,20,4,0,23,34,7,16,3,0
20140701,182,0,2014,7,1,26.3,23.4,20.4,91,1008.7,1.2,35,0,10,28,0.9,69,38,26,93,41,52,0,0,3,12,16,48,14,0,21,72,9,24,2,4
20140702,183,0,2014,7,2,33.3,27.4,23.2,83,1003.1,1.5,4,27,10,33,1,80,64,37,70,37,33,1,0,3,8,18,35,5,1,22,47,7,18,1,2
20140703,184,0,2014,7,3,29,25.6,23.2,86,1003.2,1.1,56,53,14,32,1.2,170,92,63,102,40,62,0,0,1,12,27,53,9,0,26,76,10,34,1,4
20140704,185,0,2014,7,4,28.6,25.6,22.4,82,1005.4,2.7,34,40,9,18,1,136,77,56,92,44,48,0,1,3,10,20,53,5,0,20,72,7,29,1,2
20140705,186,1,2014,7,5,33.3,27.4,23.3,85,1003.8,1.6,21,32,8,17,0.6,58,28,21,97,48,49,2,0,2,12,18,46,17,2,20,75,13,31,2,1
20140706,187,1,2014,7,6,28.5,26.2,24.8,87,1004.1,1.5,12,0,11,29,0.9,118,67,50,91,36,55,1,0,6,11,23,43,7,1,24,66,10,15,2,2
20140707,188,0,2014,7,7,28.7,25,22.8,84,1004.8,1.1,0,11,17,34,0.9,135,81,58,91,38,53,0,0,7,10,25,39,10,0,24,67,14,25,1,3
20140708,189,0,2014,7,8,28.4,24.8,23.3,89,1001.3,3,2,38,11,24,0.7,88,46,33,79,41,38,0,0,4,15,23,34,3,0,27,52,9,21,0,2
20140709,190,0,2014,7,9,32.1,28,24.5,77,998.4,4.8,37,77,13,23,0.7,120,75,56,90,42,48,0,0,7,10,17,47,9,0,25,65,6,21,0,0
20140710,191,0,2014,7,10,33.5,28.6,24.7,79,1001.9,1.4,0,39,12,44,0.9,118,96,61,90,31,59,0,0,3,14,23,43,7,0,27,63,11,18,0,3
20140711,192,0,2014,7,11,35.2,29.9,24.5,76,1002.6,1.6,0,91,10,36,0.9,170,91,67,90,38,52,1,1,2,13,19,42,12,2,23,65,14,24,1,0
20140712,193,1,2014,7,12,35.7,30.4,27.2,81,1001.9,2,108,66,11,39,0.9,109,85,54,101,45,56,1,1,4,6,25,55,9,2,16,83,12,27,0,2
20140713,194,1,2014,7,13,27.3,24.4,23.5,95,1005.3,1,390,0,9,38,0.9,86,52,37,79,35,44,0,0,4,5,17,45,8,0,15,64,10,30,1,4
20140714,195,0,2014,7,14,29.1,25.3,23.3,89,1008,1.6,258,40,10,33,0.9,133,33,30,93,47,46,2,1,3,13,28,38,8,3,24,66,3,23,0,3
20140715,196,0,2014,7,15,28.7,26.2,24.2,91,1008,1.1,3,0,10,33,0.9,133,33,30,72,32,40,0,1,0,10,17,38,6,1,16,55,8,22,0,4
20140716,197,0,2014,7,16,34.4,27.9,23.8,83,1008.6,1,36,61,8,34,0.6,75,38,23,82,34,48,1,1,5,12,20,36,7,2,25,55,7,18,0,1
20140717,198,0,2014,7,17,33.4,28.7,24.2,81,1008.9,2.7,0,117,7,13,0.4,36,23,13,92,38,54,2,0,0,13,28,40,9,2,22,68,5,27,6,3
20140718,199,0,2014,7,18,33.9,29.7,26.4,77,1009.6,2.7,0,94,6,12,0.4,41,21,12,79,31,48,1,0,2,16,17,38,5,1,26,52,11,15,1,0
20140719,200,1,2014,7,19,33.5,29.3,26.8,79,1010.3,2.3,0,83,7,15,0.4,45,26,14,92,35,57,0,0,7,20,17,38,10,0,33,59,6,28,0,4
20140720,201,1,2014,7,20,34.9,29.9,25.4,77,1008.8,2.3,0,121,7,14,0.4,61,24,14,82,35,47,2,0,2,14,10,47,7,2,21,59,14,22,0,1
20140721,202,0,2014,7,21,34.5,29.9,25.4,75,1006.4,2.6,0,124,7,13,0.4,57,22,12,97,46,51,3,0,4,7,23,51,9,3,19,75,12,24,1,4
20140722,203,0,2014,7,22,34.8,30.1,25.6,74,1005.4,2.9,0,127,7,11,0.5,58,21,11,102,38,64,1,1,2,12,28,51,7,1,28,73,8,27,2,1
20140723,204,0,2014,7,23,33.3,30.2,27.3,77,1003.1,3.3,0,88,5,10,0.5,38,32,13,87,33,54,1,1,4,8,25,39,9,2,22,63,12,25,0,2
20140724,205,0,2014,7,24,32.5,30.2,28.1,74,999.1,4.3,212,60,6,9,0.5,58,39,18,83,39,44,2,0,2,18,20,35,6,2,24,57,7,20,1,1
20140725,206,0,2014,7,25,32.1,30.4,29.4,70,1002.3,4.1,11,8,6,17,0.6,73,40,23,75,37,38,1,0,2,6,24,36,6,1,18,56,13,22,1,1
20140726,207,1,2014,7,26,34.7,29,23.7,83,1008.9,1.6,963,72,7,27,0.5,101,49,32,84,27,57,0,0,4,15,17,41,7,0,28,56,6,20,0,3
20140727,208,1,2014,7,27,33.1,26.1,22.5,91,1008.9,1.1,178,82,9,32,0.6,124,43,32,77,23,54,0,0,4,16,16,32,9,0,26,51,8,18,1,2
20140728,209,0,2014,7,28,31.7,27.1,23.3,87,1006.5,0.9,17,25,11,38,0.7,94,46,32,89,42,47,0,0,4,17,19,40,9,0,31,58,5,31,1,2
20140729,210,0,2014,7,29,33.8,29,25.6,78,1006.2,2.8,0,95,8,17,0.5,54,28,18,80,32,48,1,1,4,9,14,42,9,2,17,61,8,23,1,0
20140730,211,0,2014,7,30,33.9,29.5,25.1,79,1005.9,2.4,0,113,9,17,0.5,51,32,19,74,32,42,0,0,2,14,23,28,7,0,25,49,9,20,0,4
20140731,212,0,2014,7,31,31.3,28.5,26.2,86,1002.3,4.2,9,98,7,18,0.5,47,30,14,81,38,43,0,0,4,5,19,41,12,0,13,68,9,20,0,3
20140801,213,0,2014,8,1,27.8,26.8,25.8,89,996.1,4.6,77,0,7,14,0.5,41,26,11,100,44,56,1,0,1,13,24,52,9,1,27,72,12,29,0,4
20140802,214,1,2014,8,2,28.7,26.4,25,87,996.2,3.6,24,0,8,26,0.7,61,43,29,92,43,49,0,0,3,15,20,47,7,0,27,65,7,25,1,2
20140803,215,1,2014,8,3,35.7,29.8,25,73,1000.6,2,7,115,9,23,0.6,113,34,24,81,36,45,1,0,1,8,18,45,8,1,17,63,12,24,0,1
20140804,216,0,2014,8,4,35.7,30.3,25.1,78,1002.2,2,0,103,8,22,0.7,118,55,38,98,42,56,1,1,5,14,22,48,7,1,26,71,18,20,0,4
20140805,217,0,2014,8,5,36,30.6,26.2,73,1003.3,1.7,0,108,7,15,0.5,104,38,26,97,52,45,1,0,3,13,26,43,11,1,25,71,11,28,1,1
20140806,218,0,2014,8,6,33.9,29.6,26.2,75,1003,2.2,0,96,7,14,0.5,78,26,17,91,33,58,0,0,4,15,15,46,11,0,27,64,14,19,2,3
20140807,219,0,2014,8,7,34.6,29.5,24.4,75,1002,2.1,0,108,8,15,0.5,83,32,21,99,41,58,0,0,1,16,33,43,6,0,29,70,8,23,1,5
20140808,220,0,2014,8,8,31,28.1,25.6,85,1002.1,1.1,18,13,12,29,0.6,54,48,27,93,32,61,0,0,2,14,21,46,10,0,21,72,11,25,0,3
20140809,221,1,2014,8,9,30.6,27.5,25.3,84,1003.1,0.7,44,4,13,32,0.7,94,54,36,86,38,48,1,0,4,14,24,33,10,1,31,54,11,19,0,3
20140810,222,1,2014,8,10,29.9,27.4,25.9,81,1003.1,2.3,0,10,12,28,0.9,102,69,47,89,32,57,1,0,2,10,20,46,10,1,22,66,14,27,1,2
20140811,223,0,2014,8,11,30.1,26.8,25.2,77,1003.9,2.2,0,27,12,26,0.8,111,51,37,97,46,51,0,0,2,13,29,43,10,0,28,69,13,22,0,1
20140812,224,0,2014,8,12,27.8,26.3,24.5,77,1004.5,1.6,0,0,12,31,0.7,82,39,21,67,25,42,0,1,4,8,13,36,5,1,16,50,13,12,1,0
20140813,225,0,2014,8,13,31.6,27.8,22.8,77,1003.7,2.3,0,71,12,25,0.7,97,39,25,80,32,48,1,0,6,12,17,38,6,1,25,54,5,13,1,3
20140814,226,0,2014,8,14,30.5,26.2,23.7,88,1004.8,2,1,18,10,27,0.8,72,41,26,77,32,45,0,0,3,13,17,37,7,0,21,56,13,21,0,4
20140815,227,0,2014,8,15,26.5,24.9,23.9,90,1009.7,1.3,56,0,14,36,0.9,76,50,34,96,49,47,0,0,2,12,30,45,7,0,24,72,14,31,2,3
20140816,228,1,2014,8,16,24.4,23.6,23.3,97,1009,0.9,382,0,9,34,0.9,72,29,22,89,38,51,0,0,4,15,17,38,15,0,27,62,12,22,2,2
20140817,229,1,2014,8,17,29.6,25.3,23.2,90,1006.1,1.6,21,0,11,30,0.9,74,49,37,74,29,45,1,0,2,6,20,39,6,1,13,60,7,28,0,0
20140818,230,0,2014,8,18,24.6,23.2,22.2,96,1009.7,1.5,502,0,9,37,0.9,50,36,29,100,43,57,1,0,3,14,23,50,9,1,27,72,15,24,2,2
20140819,231,0,2014,8,19,23.9,23.3,22.8,97,1010.4,1.3,517,0,9,37,0.9,70,23,22,91,40,51,2,1,0,9,27,47,5,3,21,67,10,29,0,4
20140820,232,0,2014,8,20,25.2,23.5,22.7,94,1008.5,1.7,409,0,10,34,0.8,63,28,24,103,47,56,2,1,6,10,32,47,5,3,29,71,9,30,1,2
20140821,233,0,2014,8,21,29.2,24.6,20.7,88,1010.3,1,5,45,13,28,0.8,136,46,40,119,45,74,1,0,3,13,32,66,4,1,32,86,18,28,1,3
20140822,234,0,2014,8,22,31.7,26.8,22.7,87,1009.7,1.4,93,51,11,30,0.8,97,40,31,97,34,63,0,0,2,13,22,50,10,0,20,77,11,29,0,3
20140823,235,1,2014,8,23,33.6,27.6,24.4,87,1007.7,1.1,13,53,11,30,0.8,102,42,31,108,44,64,2,0,10,17,25,45,9,2,39,67,15,29,0,6
20140824,236,1,2014,8,24,34.8,29.3,26,83,1006,2.1,0,74,8,20,0.8,85,52,33,87,39,48,1,0,5,9,23,40,9,1,25,61,12,24,1,3
20140825,237,0,2014,8,25,30,26.7,25.2,82,1009.9,1.1,0,8,16,32,1.1,114,61,42,101,43,58,0,0,3,13,18,55,12,0,20,81,19,24,1,4
20140826,238,0,2014,8,26,29.2,25.2,23.3,88,1013.4,1.4,86,9,13,44,1.3,118,93,61,83,39,44,1,1,1,13,19,36,12,2,23,58,7,25,1,3
20140827,239,0,2014,8,27,30.1,25.5,21.8,90,1013.3,1.4,245,0,9,35,1,98,55,39,86,33,53,0,0,3,8,28,39,8,0,22,64,7,22,0,3
20140828,240,0,2014,8,28,31.6,26.1,23.3,89,1013.2,1.5,1,34,11,40,0.9,129,51,40,91,36,55,1,0,2,12,17,51,8,1,20,70,11,31,0,4
20140829,241,0,2014,8,29,30.8,26.8,23.7,88,1012.7,0.6,126,13,12,38,0.9,114,59,43,87,34,53,1,0,5,9,15,50,7,1,20,66,17,25,1,1
20140830,242,1,2014,8,30,29,26,24.3,83,1012.6,1.6,133,69,12,32,0.9,136,50,40,91,43,48,1,1,5,7,21,43,13,1,19,71,12,28,1,1
20140831,243,1,2014,8,31,31.2,25.8,22.3,87,1009.7,1.2,263,32,12,31,0.8,110,48,33,96,38,58,1,0,2,15,20,48,10,1,26,69,15,26,2,2
20140901,244,0,2014,9,1,31.9,27.5,24,83,1008.6,1.6,8,37,12,29,0.8,124,52,39,93,39,54,0,0,2,11,21,51,8,0,19,74,13,25,1,1
20140902,245,0,2014,9,2,34,28.1,24.3,77,1008.5,3,0,83,12,26,0.8,121,50,39,88,48,40,0,1,3,11,19,45,9,1,19,68,10,33,1,3
20140903,246,0,2014,9,3,26.5,23.8,22.4,92,1007.8,0.7,136,6,13,36,0.8,61,38,26,98,39,59,0,0,3,11,23,50,11,0,19,79,14,29,2,0
20140904,247,0,2014,9,4,28.2,24.2,20.2,81,1009.9,1.5,0,91,18,35,1,176,93,73,94,34,60,1,1,5,9,23,46,9,2,23,69,12,25,0,2
