date,time,Holiday,Year,Mouth,Day,TOPT,MT,LOWT,WET,P,WIND,RAIN,SUN,SO2,NO2,CO,O3,PM10,PM2.5,TD,WOAMN,MAN,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AG1,AG2,AG3,HX,XH,MJ,NFM
20160717,929,1,2016,7,17,32.1,28.4,24.9,84,1007,1.7,0,56,9,23,0.9,123,47,33,80,29,51,0,0,2,13,15,43,7,0,21,59,7,22,1,3
20160718,930,0,2016,7,18,32.5,28.4,25.3,87,1005.6,1.8,10,47,9,22,0.7,106,36,24,81,32,49,0,0,3,14,16,41,7,0,20,61,13,25,1,4
20160719,931,0,2016,7,19,34.6,28.9,24.3,81,1005.1,1.2,890,80,9,21,0.6,107,32,20,89,38,51,0,0,1,14,22,41,11,0,20,69,14,24,0,3
20160720,932,0,2016,7,20,36.8,30.9,24.6,77,1004.8,2.5,0,118,10,20,0.7,127,44,28,91,34,57,2,2,2,15,20,39,11,4,26,61,13,19,2,3
20160721,933,0,2016,7,21,37.7,31.9,27.1,71,1006.3,2,0,117,11,26,0.7,144,47,27,86,33,53,0,0,1,10,18,45,12,0,17,69,8,32,0,2
20160722,934,0,2016,7,22,37,31.8,26.7,75,1006.3,1.5,0,80,11,34,0.7,177,60,36,124,64,60,1,0,2,10,33,66,12,1,21,102,19,32,2,8
20160723,935,1,2016,7,23,37.4,31.2,26,73,1006.1,2.2,0,92,12,33,0.8,159,61,37,115,45,70,0,0,3,20,28,48,16,0,32,83,16,28,1,1
20160724,936,1,2016,7,24,36.4,31.2,27.1,76,1007.3,2.1,0,112,9,14,0.7,150,53,34,88,33,55,0,0,1,14,25,39,9,0,20,68,8,21,0,6
20160725,937,0,2016,7,25,35.7,30.4,26.4,72,1007.8,2.9,0,123,9,13,0.6,106,32,19,84,44,40,1,0,3,7,21,41,11,1,18,65,11,19,0,7
20160726,938,0,2016,7,26,37.3,31.1,26.9,75,1005.7,2.5,0,101,10,18,0.6,144,37,24,95,36,59,0,0,2,9,26,45,13,0,20,75,12,31,1,3
20160727,939,0,2016,7,27,38.2,31.5,27.5,74,1004.8,1.9,8,84,11,32,0.7,183,56,35,90,36,54,0,0,3,14,18,43,12,0,21,69,13,27,1,2
20160728,940,0,2016,7,28,37.5,29.8,25.8,75,1005.6,1,169,63,12,54,0.9,167,71,46,108,55,53,1,1,3,10,23,56,14,1,20,87,21,36,2,1
20160729,941,0,2016,7,29,36.9,31.1,26.2,77,1006.5,1.9,0,92,9,35,0.9,189,77,52,102,40,62,1,0,4,8,30,45,14,1,20,81,7,32,0,2
20160730,942,1,2016,7,30,34.9,30.5,25.8,76,1007.7,2.8,0,115,8,14,0.6,121,50,34,110,47,63,0,0,4,18,21,53,14,0,31,79,18,40,0,2
20160731,943,1,2016,7,31,34.4,30.4,25.5,73,1008.1,2.6,0,106,8,12,0.4,61,24,11,75,41,34,0,0,1,8,17,41,8,0,17,58,8,26,3,3
20160801,944,0,2016,8,1,34.6,30.5,25.2,76,1006.8,2.7,19,98,9,13,0.5,63,27,11,106,46,60,0,0,3,13,25,53,12,0,28,78,15,31,0,3
20160802,945,0,2016,8,2,34.6,29.5,27.1,84,1006.1,2.2,14,68,8,14,0.5,54,28,13,93,41,52,0,1,6,6,25,44,11,0,23,70,8,29,0,3
20160803,946,0,2016,8,3,32.8,26.2,24.5,93,1007.2,2,308,20,8,31,0.6,68,28,14,82,30,52,0,0,3,12,22,36,9,0,20,62,16,18,0,2
20160804,947,0,2016,8,4,32.8,28.3,24.7,87,1007.4,1.7,1,75,11,29,0.7,173,44,30,75,36,39,0,1,1,9,18,37,9,1,17,57,14,27,1,0
20160805,948,0,2016,8,5,33.7,29.1,26.1,85,1006.8,1.9,0,78,12,29,0.7,160,50,38,68,21,47,0,0,1,14,21,29,3,0,22,46,13,19,0,1
20160806,949,1,2016,8,6,33.6,28.6,26.1,87,1004.5,1.6,39,52,10,24,0.6,79,38,25,97,47,50,1,0,4,9,22,47,14,1,24,72,9,34,1,0
20160807,950,1,2016,8,7,34,28.9,24.9,80,1003.5,1.9,0,109,10,19,0.5,73,23,11,89,34,55,1,0,3,14,15,46,10,1,19,69,12,31,0,2
20160808,951,0,2016,8,8,32.5,28.9,24.6,78,1004,2,0,92,12,23,0.6,76,23,9,82,36,46,0,1,2,11,19,44,5,1,19,62,13,25,0,2
20160809,952,0,2016,8,9,31.1,28.4,26.2,89,1003.3,2.8,208,16,9,24,0.7,35,21,10,95,41,54,1,0,4,15,22,41,12,1,24,70,8,18,2,3
20160810,953,0,2016,8,10,34.4,30.1,26,81,1005.5,1.7,49,90,8,19,0.6,52,22,10,120,49,71,0,0,3,16,34,50,17,0,32,88,14,43,0,7
20160811,954,0,2016,8,11,32.9,29.2,25.9,84,1006.9,2.3,0,38,10,20,0.7,50,29,14,82,38,44,1,1,2,5,24,38,11,2,16,64,9,17,2,1
20160812,955,0,2016,8,12,34.5,30.8,26.5,78,1005.7,2.3,0,101,9,18,0.6,59,22,10,76,30,46,0,0,0,5,23,44,4,0,13,63,6,27,0,5
20160813,956,1,2016,8,13,34.3,29.8,26.2,81,1004.8,1.7,0,93,9,14,0.6,39,23,10,111,57,54,0,2,1,22,29,48,9,2,36,73,15,31,0,3
20160814,957,1,2016,8,14,34.3,29.6,24.5,78,1004.1,2.1,0,113,9,14,0.5,71,23,10,109,51,58,0,1,3,7,28,53,17,1,21,87,18,26,1,6
20160815,958,0,2016,8,15,34.9,30.3,25.2,78,1002.5,2.1,0,94,9,15,0.6,80,24,11,118,47,71,1,0,2,15,22,65,13,1,31,86,13,29,2,4
20160816,959,0,2016,8,16,34.9,30.6,26.6,75,1001.9,1.9,0,95,9,16,0.6,103,29,15,104,45,59,0,0,1,15,25,49,14,0,23,81,9,28,1,6
20160817,960,0,2016,8,17,33.9,30.2,25.8,77,1001.8,1.9,0,73,10,15,0.6,92,30,15,97,36,61,0,0,3,12,25,45,12,0,27,70,8,37,1,1
20160818,961,0,2016,8,18,34.9,30.4,25.3,78,1001.9,2.6,0,103,9,14,0.5,73,24,12,105,45,60,0,0,5,12,27,50,11,0,30,75,13,38,1,1
20160819,962,0,2016,8,19,37.1,31.5,27.3,74,1002.7,3.3,0,120,9,14,0.5,95,24,12,86,42,44,0,0,4,8,22,45,7,0,20,66,4,28,3,2
20160820,963,1,2016,8,20,36.1,31.2,27.3,76,1002.8,1.5,0,102,10,22,0.6,174,45,27,97,49,48,1,0,0,8,31,40,17,1,19,77,8,35,2,2
20160821,964,1,2016,8,21,34.3,30.3,26.3,80,1003.1,1.6,0,79,10,20,0.6,151,47,30,87,32,55,1,1,1,11,26,36,11,2,20,65,14,22,0,3
20160822,965,0,2016,8,22,33.7,29.6,25.6,80,1005.9,2,0,100,12,24,0.6,123,39,22,96,39,57,0,1,1,18,24,43,9,1,32,63,8,25,1,2
20160823,966,0,2016,8,23,32.3,29.6,26.2,79,1005.6,2.7,12,70,13,26,0.7,106,43,27,91,32,59,0,0,2,11,28,37,13,0,25,66,13,20,1,5
20160824,967,0,2016,8,24,32.4,28.9,23.4,72,1004.6,1.9,0,117,13,26,0.6,153,41,22,118,52,66,1,0,2,12,27,61,15,1,24,93,11,36,2,6
20160825,968,0,2016,8,25,33.9,29,22.7,78,1003.7,2.1,0,111,14,32,0.7,158,54,32,106,43,63,0,0,2,11,34,47,12,0,29,77,12,28,2,7
20160826,969,0,2016,8,26,33.1,29.1,25.3,79,1005.8,2.3,3.9,88,10,19,0.6,128,38,24,82,35,47,0,0,2,12,17,42,9,0,21,61,12,20,0,2
20160827,970,1,2016,8,27,30.7,27.7,25.3,69,1008,3.6,48,88,11,18,0.7,171,39,19,98,44,54,0,0,4,9,28,47,10,0,24,74,12,27,1,2
20160828,971,1,2016,8,28,30.4,27.1,23.6,52,1007.4,4.3,0,108,14,21,0.7,167,47,23,74,28,46,1,0,2,15,12,35,9,1,19,54,8,19,0,1
20160829,972,0,2016,8,29,30.3,26.5,22,57,1008.1,2.5,0,108,14,24,0.8,197,52,28,98,45,53,1,0,1,11,31,45,9,1,23,74,12,34,1,1
20160830,973,0,2016,8,30,31.1,23.9,17,66,1006.4,2.7,0,109,16,34,0.8,177,59,36,77,43,34,0,0,1,5,19,40,12,0,11,66,14,20,0,4
20160831,974,0,2016,8,31,32.9,25.4,17,62,1003.6,1.5,0,89,13,30,0.9,190,64,39,86,37,49,2,1,5,14,21,34,9,2,27,57,8,25,1,2
20160901,975,0,2016,9,1,29.6,26.7,21.7,65,1001.8,1.5,1,0,14,27,0.9,137,76,53,116,47,69,1,0,4,11,26,58,16,1,24,91,18,44,1,0
20160902,976,0,2016,9,2,31.6,26.7,20,71,1002.8,1.3,0,111,13,27,0.8,189,69,51,112,48,64,0,0,1,18,23,56,14,0,25,87,10,39,1,3
20160903,977,1,2016,9,3,31.2,26,20,79,1006.2,1.6,0,106,13,28,0.9,174,81,59,92,39,53,0,0,4,15,21,35,17,0,26,66,11,23,1,1
20160904,978,1,2016,9,4,29.7,25.3,21.6,87,1008.9,2.2,292,13,10,24,0.7,88,49,36,103,39,64,0,0,3,16,26,49,9,0,27,76,12,32,2,5
20160905,979,0,2016,9,5,30.8,26.3,23.2,86,1009.8,1.4,0,34,9,31,0.8,76,33,22,82,38,44,0,0,4,13,19,38,8,0,28,54,12,20,2,1
20160906,980,0,2016,9,6,29.1,25.9,23.8,79,1008.8,1.5,43,8,13,27,0.8,120,47,30,75,37,38,1,1,0,7,13,40,13,1,12,62,9,26,0,3
20160907,981,0,2016,9,7,25.8,23.3,22.3,96,1007.1,1.6,40,0,12,37,0.8,71,56,40,91,35,56,0,0,2,10,27,40,12,0,17,74,14,26,0,5
20160908,982,0,2016,9,8,28.2,24.6,21.1,83,1009.1,1.2,30,48,13,35,0.9,175,44,33,87,44,43,0,0,1,13,24,44,5,0,24,63,9,29,1,2
20160909,983,0,2016,9,9,30.8,25.2,20,80,1010.3,1.6,0,78,17,43,0.9,181,65,44,77,34,43,0,0,1,10,20,31,15,0,17,60,7,22,1,4
20160910,984,1,2016,9,10,28.7,25.2,23,86,1010.5,1,0,0,14,37,0.8,124,67,46,85,38,47,0,0,1,6,27,42,9,0,16,69,17,22,2,4
20160911,985,1,2016,9,11,25,21.6,20.1,92,1012.5,0.9,177,0,13,53,0.8,73,54,38,89,38,51,0,1,3,6,23,45,11,0,18,71,9,20,0,3
20160912,986,0,2016,9,12,27.8,23.6,20.2,84,1014.8,1.6,31,22,13,35,0.7,120,47,32,82,27,55,1,0,0,6,22,49,4,1,12,69,8,29,0,1
20160913,987,0,2016,9,13,27.4,24.9,23,80,1015.9,2.1,37,12,11,40,0.6,127,38,22,112,36,76,2,0,5,11,31,55,8,2,27,83,15,21,1,3
20160914,988,0,2016,9,14,27,24.3,21.2,92,1014.1,2,333,0,10,39,0.7,73,31,21,99,47,52,1,1,2,13,19,49,14,2,23,74,15,22,2,2
20160915,989,1,2016,9,15,27.6,24.7,23,96,1010.4,3.1,999,0,8,20,0.6,28,15,7,106,40,66,1,0,1,16,28,52,8,1,28,77,11,35,2,5
20160916,990,1,2016,9,16,29.8,26.6,22.7,89,1005.9,2.6,1472,0,8,16,0.6,33,13,8,92,35,57,1,0,2,13,29,34,13,1,21,70,10,26,1,3
20160917,991,1,2016,9,17,27.8,25.2,23.3,86,1008.6,2.8,3,7,11,21,0.6,87,28,17,79,39,40,2,0,2,12,18,34,11,2,16,61,9,28,0,2
20160918,992,0,2016,9,18,26.5,24.6,22.7,79,1008.3,3.7,19,0,10,20,0.6,101,41,23,105,50,55,1,0,7,10,22,47,18,1,25,79,12,33,1,1
20160919,993,0,2016,9,19,26.7,23.2,22.3,80,1010.3,4.5,26,34,13,24,0.6,105,47,24,100,36,64,1,2,7,12,29,41,8,2,29,69,9,20,0,2
20160920,994,0,2016,9,20,26.7,22.9,20.6,73,1015.8,2.5,0,67,17,33,0.7,138,56,27,100,48,52,0,0,0,13,20,56,11,0,24,76,11,33,0,4
20160921,995,0,2016,9,21,26.5,23.1,19.6,77,1018.2,1.4,1,80,15,37,0.6,117,51,27,96,34,62,1,1,2,8,26,50,8,2,25,69,14,25,0,4
20160922,996,0,2016,9,22,27.2,23,19.4,81,1017,1.7,2,68,16,38,0.7,115,49,25,96,31,65,0,0,0,11,35,43,7,0,20,76,8,28,1,1
20160923,997,0,2016,9,23,27.8,23.6,19.5,78,1015.2,2,0,83,15,33,0.6,122,40,21,96,46,50,0,0,5,5,26,51,9,0,20,76,11,37,0,5
20160924,998,1,2016,9,24,28.9,23.1,17.6,82,1013.3,1.4,0,92,14,31,0.6,151,55,30,79,32,47,2,0,4,9,18,40,6,2,15,62,9,25,0,2
20160925,999,1,2016,9,25,29.9,23.9,17.5,78,1012.5,2.3,0,110,12,29,0.6,147,49,30,98,41,57,0,1,2,9,23,50,13,1,19,78,19,31,1,3
20160926,1000,0,2016,9,26,28.8,24.3,19.6,92,1011.6,1.2,269,30,15,42,0.7,77,64,37,101,39,62,1,0,2,13,25,49,11,1,26,74,13,28,0,2
20160927,1001,0,2016,9,27,29.8,26.9,23.9,92,1009.5,2.3,14,18,13,26,0.6,20,39,18,111,41,70,0,0,2,10,34,53,12,0,21,90,15,32,0,5
20160928,1002,0,2016,9,28,29.5,27.2,24.9,92,1008.7,3.2,120,0,9,22,0.6,25,28,12,116,49,67,0,0,2,8,33,64,9,0,22,94,16,32,3,7
20160929,1003,0,2016,9,29,26.3,24.4,23.7,98,1009.4,2.1,519,0,9,34,0.7,41,19,13,90,42,48,0,1,1,10,28,34,16,0,26,64,9,28,1,4
20160930,1004,0,2016,9,30,28.8,24.6,22.3,93,1010.4,1.2,15,29,14,45,1,97,77,55,90,45,45,0,0,3,11,19,41,16,0,23,67,8,28,0,4
20170501,1217,1,2017,5,1,28.2,21,13.3,76,1012.9,2.4,0,70,8,22,0.7,136,50,28,102,49,53,1,0,2,13,22,47,17,1,22,79,15,31,2,6
20170502,1218,0,2017,5,2,20.7,17.9,16.2,89,1015.4,3.4,178,0,6,25,0.7,100,28,20,102,39,63,0,0,3,8,28,49,14,0,19,83,13,34,2,2
20170503,1219,0,2017,5,3,20.5,18.8,16.3,87,1015.5,1.8,0,0,7,24,0.6,93,40,24,107,40,67,0,0,0,12,33,46,16,0,26,81,13,35,0,0
20170504,1220,0,2017,5,4,23,20.8,18.8,91,1011.1,2.2,49,0,6,28,0.7,84,32,22,93,38,55,1,0,3,4,25,44,16,1,15,77,16,28,1,0
20170505,1221,0,2017,5,5,26.9,21.5,16.7,80,1014.9,2.9,0,92,10,33,0.8,128,56,37,99,42,57,1,0,1,8,28,44,17,1,20,78,22,24,0,1
20170506,1222,1,2017,5,6,23.6,19.2,17.1,88,1018.6,1.6,0,42,10,47,0.8,118,60,34,82,32,50,0,1,2,13,16,42,8,0,21,61,11,25,1,2
20170507,1223,1,2017,5,7,26.3,19.6,15.4,68,1017.3,1.1,0,69,11,38,0.7,135,126,43,75,28,47,1,0,4,7,22,31,10,1,19,55,8,20,1,2
20170508,1224,0,2017,5,8,20.4,17.7,15.2,82,1011.3,1.5,49,0,7,31,0.7,92,114,33,83,31,52,1,0,1,12,18,40,11,1,18,64,10,28,0,2
20170509,1225,0,2017,5,9,27.7,21.1,17.4,77,1009.7,1.7,16,106,9,44,0.8,156,76,42,93,32,61,0,0,0,11,28,41,13,0,19,74,13,22,1,2
20170510,1226,0,2017,5,10,32.4,23.2,12.5,61,1013.6,1.9,0,119,11,42,0.8,172,72,37,81,31,50,0,0,3,8,27,33,10,0,18,63,13,23,0,3
20170511,1227,0,2017,5,11,33,27,19,54,1011.5,2.1,0,118,10,29,0.7,156,63,35,104,48,56,0,0,4,10,36,45,9,0,28,76,13,24,3,1
20170512,1228,0,2017,5,12,23.1,19.5,17.9,94,1009,2.7,93,0,7,36,0.7,115,52,33,109,50,59,0,0,5,11,32,50,11,0,25,84,16,33,0,6
20170513,1229,1,2017,5,13,29.8,21.2,14.7,77,1009.1,1.9,0,117,9,37,0.7,159,44,26,97,37,60,1,0,4,5,29,41,17,1,22,74,16,32,3,0
20170514,1230,1,2017,5,14,29.3,21.6,14.5,82,1011.3,1.8,0,114,14,45,0.8,220,80,48,81,35,46,0,0,0,9,24,35,13,0,18,63,12,18,2,0
20170515,1231,0,2017,5,15,23.9,20.7,18,80,1013.6,2.2,0,41,9,25,0.6,113,44,25,97,47,50,1,0,0,16,23,44,13,1,23,73,4,34,2,0
20170516,1232,0,2017,5,16,22.1,18.9,16.6,81,1011.1,1.2,0,7,10,40,0.6,102,50,19,84,34,50,1,0,1,9,21,39,13,1,13,70,14,21,0,4
20170517,1233,0,2017,5,17,24.6,18.7,12,78,1012.2,1.8,0,115,11,39,0.6,151,65,30,118,45,73,0,0,4,17,28,50,19,0,31,87,17,33,1,5
20170518,1234,0,2017,5,18,28,21.1,12.8,63,1015.1,2.6,0,124,9,24,0.6,153,44,20,82,38,44,0,0,2,9,22,39,10,0,18,64,12,24,1,2
20170519,1235,0,2017,5,19,28.2,22.1,15.3,71,1014.2,3.3,0,117,8,16,0.6,145,47,23,93,39,54,0,0,1,10,22,44,16,0,17,76,13,26,3,4
20170520,1236,1,2017,5,20,28.2,24,21.5,69,1011.3,3.7,0,87,7,13,0.6,114,37,21,91,38,53,2,0,3,14,21,35,16,2,23,66,14,25,1,5
20170521,1237,1,2017,5,21,27.4,23.1,17.7,70,1010.6,2.3,0,117,7,14,0.6,116,32,17,98,41,57,1,1,4,7,29,45,11,2,22,74,10,38,0,3
20170522,1238,0,2017,5,22,28.5,23.4,17.6,78,1009.8,2.4,0,117,6,14,0.6,98,35,18,120,50,70,1,0,1,14,45,41,18,1,29,90,17,40,0,5
20170523,1239,0,2017,5,23,26.5,24,21.8,85,1006.4,1.7,52,0,6,24,0.6,64,41,25,96,47,49,2,0,0,10,33,41,10,2,23,71,10,32,1,1
20170524,1240,0,2017,5,24,21.4,20.7,19.7,93,1008.2,3.2,192,0,6,26,0.6,76,28,19,89,38,51,0,0,2,8,27,43,9,0,22,67,16,24,3,3
20170525,1241,0,2017,5,25,27.8,20.5,15,69,1010.4,2.6,0,95,13,47,0.8,200,55,32,93,49,44,0,0,1,12,30,40,10,0,23,70,5,28,0,4
20170526,1242,0,2017,5,26,25.9,20.1,14.4,74,1011.8,1.8,0,107,14,62,0.8,169,82,46,86,38,48,0,1,3,6,27,34,15,0,15,71,15,17,1,1
20170527,1243,0,2017,5,27,30.6,21.6,13.6,69,1012.2,1.7,0,127,10,33,0.6,140,52,25,83,30,53,0,1,1,6,17,50,8,0,12,71,10,27,1,3
20170528,1244,1,2017,5,28,29.1,22.1,16.7,66,1012.4,1.4,0,99,9,24,0.6,124,42,20,82,28,54,0,0,3,9,23,36,11,0,22,60,12,22,1,2
20170529,1245,1,2017,5,29,29.8,23.5,15.3,71,1012.2,2.9,0,123,7,13,0.6,104,30,15,80,32,48,0,1,1,8,18,37,15,0,13,67,7,31,0,2
20170530,1246,1,2017,5,30,32,26,20.3,73,1008.1,1.9,0,114,7,13,0.6,100,38,24,94,38,56,0,1,3,7,29,38,16,1,22,71,9,25,2,5
20170531,1247,0,2017,5,31,32,27.5,23.1,71,1002.7,1.3,0,106,12,34,0.8,202,87,56,103,49,54,2,0,2,11,28,46,14,2,23,78,13,29,2,2
20170601,1248,0,2017,6,1,27.1,24.7,23,84,1000.7,1.4,3,0,11,48,1,91,92,62,123,54,69,0,0,3,12,32,57,19,0,27,96,11,33,1,1
20170602,1249,0,2017,6,2,27.6,24.2,21.8,83,1003.8,2.8,0,73,11,37,0.9,153,75,54,104,48,56,0,0,0,12,29,45,18,0,22,82,13,36,0,2
20170603,1250,1,2017,6,3,29.7,24,18.9,67,1006.5,2,0,108,10,24,0.6,130,34,18,106,49,57,0,0,2,8,36,48,12,0,25,81,13,25,2,4
20170604,1251,1,2017,6,4,27.9,23.7,19.1,64,1009.3,2.8,0,74,10,23,0.6,136,32,14,82,39,43,0,0,0,13,23,38,8,0,26,56,8,25,1,1
20170605,1252,0,2017,6,5,22.9,20.2,19.3,87,1011,1.1,52,0,8,28,0.7,95,38,20,86,32,54,1,0,6,13,24,34,8,1,27,58,8,23,2,3
20170606,1253,0,2017,6,6,31.1,25.2,18.4,84,1007.6,2.3,1,37,8,28,0.8,111,54,36,87,37,50,0,0,3,8,19,43,14,0,18,69,8,27,3,5
20170607,1254,0,2017,6,7,28.1,23.9,21.4,69,1011.1,2.1,0,47,11,32,0.9,158,56,36,79,38,41,1,0,2,12,20,35,9,1,20,58,8,20,0,1
20170608,1255,0,2017,6,8,29.3,24.2,17.6,72,1010.7,1.1,0,92,12,34,1.1,204,82,55,82,38,44,2,0,2,6,16,45,11,2,13,67,9,27,0,3
20170609,1256,0,2017,6,9,26.6,24.6,21.1,83,1008.7,1.9,17,0,7,29,1,119,48,35,99,38,61,0,0,1,8,23,46,21,0,15,84,14,27,2,3
20170610,1257,1,2017,6,10,36,28,22.8,79,1004.1,1.7,1,49,7,30,1,94,64,44,118,52,66,0,0,4,10,38,54,12,0,26,92,17,39,0,4
20170611,1258,1,2017,6,11,30.9,23.5,20.7,93,1007.5,1.8,86,0,7,24,0.7,89,39,21,81,35,46,2,0,0,12,16,39,12,2,17,62,8,25,1,1
20170612,1259,0,2017,6,12,20.9,20.2,19.6,98,1010.4,1.5,456,0,6,29,0.7,83,18,12,96,47,49,1,0,2,12,30,44,7,1,26,69,6,24,0,3
20170613,1260,0,2017,6,13,21.2,20.2,19.4,100,1011,1.4,633,0,5,39,0.8,78,18,13,99,40,59,1,0,2,12,21,49,14,1,20,78,16,19,1,2
20170614,1261,0,2017,6,14,24.5,21.6,19.4,87,1011.1,2.2,54,0,7,29,0.6,117,32,16,81,28,53,0,0,3,8,20,40,10,0,16,65,11,21,1,4
20170615,1262,0,2017,6,15,26.4,21.7,16.6,79,1011,1.4,0,45,10,32,0.7,141,50,29,72,36,36,0,0,0,11,14,34,13,0,15,57,8,21,0,1
20170616,1263,0,2017,6,16,26.2,22.4,18.9,75,1004.1,1.1,0,0,9,21,0.6,118,42,26,94,44,50,0,0,5,12,25,34,18,0,28,66,5,24,0,2
20170617,1264,1,2017,6,17,27,23,19.2,75,1008.4,2.1,0,61,9,26,0.7,134,42,28,100,47,53,0,1,3,14,27,42,13,0,26,74,10,30,1,7
20170618,1265,1,2017,6,18,27.9,23.5,18.2,77,1009,2.3,0,70,8,14,0.6,116,34,21,75,37,38,0,0,1,9,19,38,8,0,17,58,9,20,0,3
20170619,1266,0,2017,6,19,26.7,24.1,22.4,91,1005,1.3,20,0,6,23,0.7,77,21,14,78,36,42,1,0,2,9,21,35,10,1,19,58,7,23,0,3
20170620,1267,0,2017,6,20,30.2,25.4,22.6,87,1002.4,1.7,85,33,8,36,0.8,128,48,36,87,34,53,0,0,2,7,22,45,11,0,14,73,14,25,1,2
