date,time,Holiday,Year,Mouth,Day,TOPT,MT,LOWT,WET,P,WIND,RAIN,SUN,SO2,NO2,CO,O3,PM10,PM2.5,TD,WOAMN,MAN,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AG1,AG2,AG3,HX,XH,MJ,NFM
20170621,1268,0,2017,6,21,27,23.8,22.2,97,1005.3,1.2,34,0,7,34,0.8,73,37,26,101,38,63,0,0,1,12,27,49,12,0,21,80,11,29,1,4
20170622,1269,0,2017,6,22,27.2,23.9,21.8,97,1005.5,1.1,229,6,7,41,0.7,83,32,21,89,44,45,0,0,1,10,19,44,15,0,18,71,15,23,2,4
20170623,1270,0,2017,6,23,29.2,25.2,22.5,96,1005.1,1.3,25,0,9,56,1,107,67,44,86,38,48,0,0,3,12,21,39,11,0,24,62,9,28,1,3
20170624,1271,1,2017,6,24,26.6,25,24,99,1001.5,1.5,235,0,6,40,0.8,45,29,22,107,46,61,1,1,2,10,26,45,22,2,23,82,10,32,1,3
20170625,1272,1,2017,6,25,24.6,23.3,22.6,98,1003.5,1.3,230,0,5,35,0.8,71,26,18,65,25,40,0,0,3,8,19,27,8,0,17,48,8,16,0,1
20170626,1273,0,2017,6,26,26.5,23.6,21.5,93,1006.6,1.2,4,0,7,36,0.9,82,49,36,92,31,61,1,0,4,12,26,42,7,1,24,67,6,26,0,3
20170627,1274,0,2017,6,27,27.1,23.7,21.3,90,1009,1.4,25,0,7,35,0.9,104,43,31,99,41,58,0,0,3,7,27,45,17,0,20,79,11,23,2,3
20170628,1275,0,2017,6,28,24.2,22.1,19.5,96,1010.4,0.9,28,0,7,40,0.9,87,43,31,86,38,48,0,0,2,4,30,39,11,0,19,67,12,32,1,1
20170629,1276,0,2017,6,29,29.5,24.6,21.6,94,1009.2,1.7,296,29,8,51,0.9,108,47,35,70,27,43,0,1,4,7,13,37,8,1,17,52,4,22,1,0
20170630,1277,0,2017,6,30,33,27.3,22.6,86,1007,1.6,27,0,7,29,0.7,118,35,23,78,27,51,0,0,1,10,22,33,12,0,16,62,5,23,0,4
20170701,1278,1,2017,7,1,34.1,29,23.9,79,1005.2,2.4,6,114,6,13,0.5,85,30,20,100,42,58,1,0,0,9,27,47,16,1,20,79,15,27,0,3
20170702,1279,1,2017,7,2,34.4,29.8,26.8,76,1005.5,3.2,0,81,6,12,0.5,77,24,14,114,52,62,1,1,4,7,30,52,19,2,18,94,12,41,0,2
20170703,1280,0,2017,7,3,33.2,26.6,24,89,1006.4,2.1,401,43,6,20,0.6,64,25,15,106,43,63,0,0,5,8,27,55,11,0,25,81,13,27,2,3
20170704,1281,0,2017,7,4,33.2,28.9,24.3,73,1007.3,1.9,0,81,7,26,0.6,100,26,15,88,41,47,1,1,1,7,23,45,10,2,20,66,8,29,2,2
20170705,1282,0,2017,7,5,35.6,29.3,24.1,79,1008.6,1.7,128,71,8,34,0.7,115,39,23,95,36,59,2,0,2,10,24,46,11,2,23,70,6,33,1,3
20170706,1283,0,2017,7,6,34.9,29.8,25.1,78,1008.1,2.2,0,114,6,20,0.6,90,34,20,105,44,61,2,0,1,14,26,53,9,2,23,80,10,33,1,3
20170707,1284,0,2017,7,7,37.1,30.8,27.4,71,1006.7,1.7,0,101,7,20,0.6,106,33,18,103,41,62,1,1,2,8,20,51,20,1,20,82,16,34,0,2
20170708,1285,1,2017,7,8,36.6,30.4,26.6,74,1006.8,1.9,9,76,7,21,0.5,97,27,15,99,38,61,1,1,2,11,20,46,18,2,21,76,11,30,2,5
20170709,1286,1,2017,7,9,33.1,30,26,74,1005.6,2,0,28,7,18,0.6,83,32,16,83,31,52,0,0,2,9,20,36,16,0,19,64,14,26,1,5
20170710,1287,0,2017,7,10,36.3,29.9,25.4,75,1003.6,2.5,25,76,7,20,0.6,103,35,19,89,42,47,0,0,1,13,22,40,13,0,23,66,10,24,1,3
20170711,1288,0,2017,7,11,34.4,27.9,25,87,1007.8,1.5,118,62,8,37,0.7,120,32,19,82,30,52,0,2,2,12,19,37,10,2,18,62,10,26,0,4
20170712,1289,0,2017,7,12,37,29.9,25.4,81,1009,1.4,4,93,9,40,0.8,166,46,26,95,44,51,0,0,0,20,18,46,11,0,27,68,9,28,1,4
20170713,1290,0,2017,7,13,37.8,30.9,25.1,72,1006.8,1.5,1,81,10,41,0.8,140,50,29,95,31,64,1,0,1,11,21,48,13,1,17,77,11,29,0,2
20170714,1291,0,2017,7,14,37.6,31.8,27,72,1006.2,2,27,99,8,28,0.7,163,51,32,97,33,64,1,0,3,8,28,46,11,1,20,76,13,29,1,2
20170715,1292,1,2017,7,15,35.9,31,27.2,69,1008.1,2.9,0,121,7,12,0.6,86,26,15,82,35,47,0,1,1,7,26,33,14,1,18,63,13,16,2,3
20170716,1293,1,2017,7,16,36.7,31.3,27.7,67,1009.9,3.1,0,126,6,10,0.5,92,22,11,83,39,44,0,0,1,11,22,40,9,0,16,67,8,24,1,3
20170717,1294,0,2017,7,17,34.5,31,27.5,69,1010.8,3.1,0,127,7,11,0.5,86,24,11,102,37,65,0,1,2,9,33,42,15,0,19,83,12,33,1,1
20170718,1295,0,2017,7,18,39.2,32.4,26.9,66,1009.5,1.9,0,100,8,28,0.7,128,44,21,102,49,53,0,0,2,8,29,47,16,0,24,78,19,24,1,3
20170719,1296,0,2017,7,19,38.4,32.7,27.9,66,1007.2,1,0,120,9,28,0.7,139,44,25,115,40,75,0,0,4,11,34,51,15,0,26,89,13,37,0,3
20170720,1297,0,2017,7,20,38.8,31.9,26.3,67,1006.5,1.9,113,77,10,32,0.8,171,50,27,110,55,55,1,1,2,10,31,50,15,2,23,85,12,22,3,8
20170721,1298,0,2017,7,21,38.3,31.7,25.2,66,1008.2,2,0,116,10,31,0.8,192,56,30,107,43,64,2,0,4,12,25,45,19,2,21,84,20,30,1,4
20170722,1299,1,2017,7,22,38.3,32.9,27.8,66,1008.8,2.3,0,115,9,28,0.8,185,56,34,108,53,55,1,0,4,13,22,55,13,1,24,83,10,38,0,4
20170723,1300,1,2017,7,23,38.5,32.5,26.1,64,1006.3,1.8,0,120,9,27,0.7,186,48,25,109,44,65,0,1,2,9,32,38,27,0,26,83,13,27,0,1
20170724,1301,0,2017,7,24,39,32.8,26.1,67,1003.6,1.5,0,111,10,34,0.8,214,60,33,111,52,59,0,0,3,10,24,58,16,0,26,85,15,44,0,3
20170725,1302,0,2017,7,25,38.6,32.6,26.3,67,1003.4,1.4,0,105,11,40,1,240,84,53,147,59,88,2,0,4,15,41,63,22,2,32,113,23,41,2,2
20170726,1303,0,2017,7,26,36.7,32,26,66,1004.2,1.4,0,107,10,35,0.9,210,72,47,135,62,73,0,0,0,13,35,73,14,0,26,109,23,36,1,7
20170727,1304,0,2017,7,27,37.8,31.9,26.2,67,1004.7,1.9,0,119,7,17,0.7,110,41,27,124,53,71,1,1,4,20,22,54,22,1,34,89,16,32,2,4
20170728,1305,0,2017,7,28,36.6,31.6,27.7,67,1006,2.5,0,123,7,12,0.6,74,25,18,97,41,56,0,0,2,12,18,51,14,0,18,79,13,21,0,9
20170729,1306,1,2017,7,29,35,30.4,25.8,74,1005,2.4,0,115,7,14,0.6,67,25,18,100,41,59,0,0,2,11,21,52,14,0,21,79,10,34,2,2
20170730,1307,1,2017,7,30,30.8,28.2,25.9,93,1002,1.5,419,19,6,16,0.7,34,23,12,92,46,46,0,0,4,8,32,38,10,0,24,68,9,27,0,3
20170731,1308,0,2017,7,31,32.7,29.3,27.2,84,1000.6,3.7,40,0,5,8,0.6,69,31,14,91,39,52,1,0,3,6,26,48,7,1,19,71,6,26,0,2
20170801,1309,0,2017,8,1,33.6,30.8,28.1,76,1002,5.3,1,77,6,8,0.6,71,36,19,124,57,67,1,0,3,9,30,57,24,1,25,98,23,27,3,5
20170802,1310,0,2017,8,2,33.8,30.6,28.1,77,1002,3.3,0,104,6,8,0.6,65,30,16,109,60,49,1,0,4,11,32,48,13,1,28,80,8,32,1,2
20170803,1311,0,2017,8,3,35.9,31.2,27.6,75,999.7,3.1,0,117,5,11,0.7,120,39,25,103,41,62,0,1,1,10,31,51,9,1,23,79,10,29,0,4
20170804,1312,0,2017,8,4,36.9,31.2,27.7,78,1000.7,2.6,102,78,5,17,0.8,145,50,32,81,37,44,1,0,1,5,17,42,15,1,8,72,10,24,0,1
20170805,1313,1,2017,8,5,35.2,30.9,27.3,85,1001.1,1.3,0,39,5,28,0.9,199,70,50,95,39,56,2,0,1,6,23,46,17,2,17,76,12,26,2,1
20170806,1314,1,2017,8,6,36.6,30.9,26.6,80,1001.4,1.4,11,82,5,23,1,181,58,42,85,37,48,1,0,2,4,20,43,15,1,15,69,8,25,1,3
20170807,1315,0,2017,8,7,37.7,31.5,27.2,80,1001.3,1.4,9,71,6,25,1,190,65,46,107,45,62,1,0,2,11,23,58,12,1,18,88,12,37,0,1
20170808,1316,0,2017,8,8,38.3,32,27.8,76,1000.1,1,0,88,7,31,0.8,119,47,30,117,48,69,0,0,4,14,26,57,16,0,27,90,11,38,1,1
20170809,1317,0,2017,8,9,37.1,29.4,26.3,82,999.4,1.2,5,57,6,32,0.9,111,38,21,89,44,45,0,0,2,8,18,45,16,0,16,73,14,24,0,3
20170810,1318,0,2017,8,10,33.7,28.6,26.1,85,1001.4,1.2,62,43,6,32,0.8,129,35,22,95,34,61,1,0,4,13,22,45,10,1,28,66,15,26,1,1
20170811,1319,0,2017,8,11,35.7,30.1,25.4,76,1004.7,1.8,0,81,7,27,0.9,210,48,32,99,39,60,0,1,5,6,24,42,21,1,21,77,13,30,0,8
20170812,1320,1,2017,8,12,33.5,29.5,25.7,83,1006.3,1.5,130,13,6,21,0.8,120,35,24,82,30,52,1,0,2,10,24,35,10,1,22,59,8,22,1,2
20170813,1321,1,2017,8,13,37.6,30.2,26.1,82,1004.2,1.5,81,91,6,22,0.8,110,45,30,109,38,71,0,0,1,14,30,48,16,0,25,84,14,42,1,4
20170814,1322,0,2017,8,14,36.2,29.8,26.2,85,1003.6,1.5,4,85,7,36,0.9,148,52,31,94,34,60,0,0,0,12,26,46,10,0,17,77,12,27,1,2
20170815,1323,0,2017,8,15,33.7,29.8,26,79,1004.8,1.6,0,73,7,28,0.9,130,47,32,111,51,60,0,0,4,12,23,59,13,0,23,88,13,37,1,2
20170816,1324,0,2017,8,16,35.8,29.2,23.9,80,1006.1,2,250,84,6,25,0.9,146,37,26,96,42,54,2,0,1,9,25,41,18,2,22,72,14,21,0,1
20170817,1325,0,2017,8,17,34.3,28.8,23.8,80,1008,1.5,0,75,7,28,0.7,164,34,23,96,39,57,1,0,2,13,22,44,14,1,20,75,12,25,0,1
20170818,1326,0,2017,8,18,34.3,28.3,23.3,81,1009.4,1.3,15,86,6,21,0.6,135,28,18,98,52,46,0,0,2,7,23,49,17,0,17,81,10,29,2,4
20170819,1327,1,2017,8,19,37.3,30.6,27.1,73,1007.6,2.2,5,96,7,22,0.6,137,40,28,97,47,50,0,0,4,13,19,40,21,0,26,71,11,32,0,5
20170820,1328,1,2017,8,20,35.5,29,23,81,1005,1.2,367,57,6,23,0.6,101,41,27,112,56,56,0,0,5,20,23,45,19,0,35,77,10,22,0,3
20170821,1329,0,2017,8,21,34.9,29.3,24.4,82,1005.2,1.2,0,105,6,16,0.5,98,32,20,99,44,55,0,0,2,8,26,52,11,0,19,80,10,24,2,2
20170822,1330,0,2017,8,22,34.2,29.6,26,83,1007,1.6,0,101,5,9,0.5,43,17,7,98,46,52,0,0,1,6,32,49,10,0,14,84,11,23,1,4
20170823,1331,0,2017,8,23,33.7,30.5,28.1,79,1008.5,3.1,0,115,5,7,0.4,48,18,7,88,36,52,0,0,1,10,25,38,14,0,23,65,8,28,0,6
20170824,1332,0,2017,8,24,37.5,31.9,27.7,70,1008.3,2.3,0,112,6,13,0.5,109,25,15,113,46,67,0,0,4,7,29,62,11,0,19,94,16,31,2,2
20170825,1333,0,2017,8,25,35.2,30.9,27.7,79,1008.3,1.4,0,86,6,31,0.7,140,38,23,100,48,52,0,0,3,12,25,43,17,0,24,76,14,30,0,2
20170826,1334,1,2017,8,26,30,28.6,26.4,90,1010.9,1.7,137,8,7,30,0.7,86,34,20,119,50,69,0,0,5,5,34,56,19,0,22,97,16,28,1,6
20170827,1335,1,2017,8,27,33.7,29.5,25.5,83,1011.7,1.3,0,96,6,17,0.5,62,21,12,86,42,44,1,0,2,5,17,44,17,1,13,72,9,27,2,4
20170828,1336,0,2017,8,28,36.9,30.7,26.2,73,1010.3,1.8,0,116,6,14,0.5,97,18,11,106,49,57,0,0,3,15,33,44,11,0,32,74,12,31,0,4
20170829,1337,0,2017,8,29,34.3,30,25.9,78,1011.2,2.7,0,114,8,20,0.6,138,27,15,93,40,53,0,0,1,7,28,43,14,0,15,78,8,28,2,2
20170830,1338,0,2017,8,30,29.7,27.4,25.8,74,1011.7,2.8,0,38,9,18,0.5,105,35,13,92,43,49,0,1,4,9,28,36,14,1,23,68,9,25,2,2
20170831,1339,0,2017,8,31,28.7,26.5,25.3,65,1011.4,2.8,0,0,8,13,0.5,130,33,13,90,37,53,1,1,1,12,19,46,10,2,23,65,8,28,2,2
20170901,1340,0,2017,9,1,28.6,25.9,23.6,65,1010.3,2.3,2,80,8,16,0.6,116,34,17,113,45,68,0,0,4,11,27,53,18,0,25,88,12,33,1,6
20170902,1341,1,2017,9,2,29.9,24.2,19.2,83,1009.5,1.3,5,55,8,32,0.7,106,40,24,84,39,45,0,0,1,8,14,50,11,0,14,70,9,33,0,3
20170903,1342,1,2017,9,3,31.4,27.4,23.7,68,1010.7,2.1,0,39,8,19,0.6,108,27,12,71,32,39,1,0,2,12,17,31,8,1,19,51,9,18,0,0
20170904,1343,0,2017,9,4,33,27.5,21.7,74,1009.9,1.5,0,117,7,12,0.5,97,25,11,110,45,65,0,0,1,12,23,53,21,0,23,87,12,34,2,4
20170905,1344,0,2017,9,5,34.5,28.9,24,77,1008.4,1.6,0,116,8,14,0.7,150,34,19,100,39,61,0,0,1,7,29,49,14,0,14,86,8,31,0,4
20170906,1345,0,2017,9,6,34.8,29,25,83,1006.7,1.5,6,92,8,19,0.8,172,54,34,104,45,59,0,0,0,10,30,48,16,0,23,81,10,32,1,2
20170907,1346,0,2017,9,7,28,25.1,23.9,97,1008.8,1.4,70,0,7,30,1,62,34,26,101,44,57,1,0,0,6,33,48,13,1,17,83,14,33,0,1
20170908,1347,0,2017,9,8,26.4,24.4,23.7,97,1011.3,0.2,17,0,7,30,0.7,78,24,17,99,41,58,0,0,3,10,22,47,17,0,20,79,14,24,1,3
20170909,1348,1,2017,9,9,29,26.1,24.2,90,1010.2,0.7,28,12,8,27,0.7,86,33,23,110,47,63,0,0,3,10,27,55,15,0,23,87,18,42,1,3
20170910,1349,1,2017,9,10,34.7,29.2,24.7,79,1008.2,1.6,0,84,7,18,0.6,85,28,18,99,51,48,2,0,1,11,27,37,21,2,24,73,14,30,2,1
20170911,1350,0,2017,9,11,30.2,27.1,24,88,1008.2,1.7,72,0,8,30,0.9,62,35,24,93,39,54,0,0,1,14,25,35,18,0,25,68,14,28,1,2
20170912,1351,0,2017,9,12,26.6,24.3,22.9,89,1014.7,1.6,29,4,8,24,0.7,104,24,14,93,39,54,1,0,2,5,21,53,11,1,15,77,14,29,1,1
20170913,1352,0,2017,9,13,28,25.4,23.3,68,1016,3.1,0,95,8,25,0.6,116,37,21,92,30,62,0,0,1,13,25,41,12,0,25,67,10,22,1,2
20170914,1353,0,2017,9,14,25.2,24.4,23,82,1011.8,4.8,82,0,8,14,0.6,112,35,14,100,39,61,0,0,2,12,38,36,12,0,25,75,9,31,1,1
20170915,1354,0,2017,9,15,25.9,24.5,23.5,95,1008.9,5.2,59,0,6,9,0.5,76,31,13,90,42,48,0,0,4,11,22,44,9,0,23,67,7,23,2,4
20170916,1355,1,2017,9,16,27,23.9,21.9,80,1009.3,3.6,29,26,8,21,0.6,128,36,21,105,44,61,1,0,2,9,23,43,27,1,18,86,13,26,1,5
20170917,1356,1,2017,9,17,27.8,23.3,20.1,71,1010.2,2.8,0,102,11,31,0.7,158,52,30,92,35,57,0,0,1,6,26,47,12,0,18,74,13,30,0,3
20170918,1357,0,2017,9,18,30.6,23.8,17.4,77,1011,1.4,0,96,12,40,0.9,182,81,53,107,56,51,0,0,2,8,25,57,15,0,17,90,10,34,2,5
20170919,1358,0,2017,9,19,33,25.9,18.7,72,1010.4,2,0,82,10,21,0.8,162,62,42,104,47,57,3,0,3,9,20,53,16,3,17,84,22,29,1,2
20170920,1359,0,2017,9,20,26.1,24.1,22.8,94,1010.7,1.2,113,0,8,31,0.7,56,39,25,102,44,58,1,0,3,15,19,47,17,1,23,78,17,25,1,4
20170921,1360,0,2017,9,21,23.3,22,21.3,97,1011.3,2,297,0,7,32,0.7,84,16,10,91,39,52,0,0,3,6,17,49,16,0,12,79,12,34,0,2
20170922,1361,0,2017,9,22,25.4,23.2,21.2,93,1012.4,0.6,0,4,10,44,0.8,76,36,23,94,45,49,1,0,0,10,25,46,12,1,18,75,17,29,0,1
20170923,1362,1,2017,9,23,23.6,21.2,19.2,95,1014.9,1.9,308,0,9,41,0.7,83,38,24,97,46,51,2,0,3,9,21,41,21,2,19,76,11,31,3,2
20170924,1363,1,2017,9,24,27.2,23.7,20.4,94,1012,0.9,6,5,8,34,0.8,78,40,26,106,40,66,0,0,6,6,27,47,20,0,26,80,18,32,1,2
20170925,1364,0,2017,9,25,29.1,26.8,23.7,92,1008.6,1.1,0,9,9,35,0.7,56,46,30,101,47,54,0,1,4,15,24,36,21,0,28,73,10,38,0,2
20170926,1365,0,2017,9,26,33.7,28.3,23.6,87,1007.9,0.9,0,95,10,41,0.9,189,64,44,122,45,77,2,0,2,9,38,47,24,2,27,93,19,35,1,6
20170927,1366,0,2017,9,27,28.9,25.6,24.6,90,1008.9,2,12,2,9,31,0.8,102,36,23,90,32,58,1,0,5,10,21,39,14,1,24,65,13,21,0,1
20170928,1367,0,2017,9,28,24.6,21.1,19,86,1013.3,1.7,24,0,9,33,0.7,92,31,15,72,30,42,0,0,0,7,24,28,13,0,22,50,6,17,1,0
20170929,1368,0,2017,9,29,24.9,21.7,17.6,84,1017.6,0.6,0,0,11,41,0.8,95,41,23,90,39,51,1,0,2,11,24,35,17,1,26,63,8,28,1,4
20170930,1369,0,2017,9,30,23.5,22.3,20.9,98,1017.6,0.8,110,6,8,37,0.8,72,34,19,90,37,53,1,1,5,6,19,40,18,1,21,68,6,34,0,1
20180501,1582,1,2018,5,1,31,24.9,20.5,84.3,1009.2,1.4,100,38,8,33,0.9,107,47,36,145,59,86,1,0,2,14,42,59,27,1,29,115,14,44,1,6
20180502,1583,0,2018,5,2,26.6,22.3,17.8,85.3,1012.1,2.7,242,0,6,26,0.9,148,46,34,81,36,45,0,0,1,7,18,44,11,0,15,66,15,27,0,3
20180503,1584,0,2018,5,3,24.8,17.9,12.6,62.5,1018.8,1.8,0,96,9,34,0.6,171,34,17,88,23,65,0,1,4,12,26,33,12,1,28,59,13,21,1,4
20180504,1585,0,2018,5,4,27.4,20.2,10.9,54.3,1017.7,2.3,0,109,13,35,0.6,191,52,29,80,28,52,1,0,4,10,17,39,9,1,20,59,9,15,1,4
20180505,1586,1,2018,5,5,21.5,19.5,15.9,75.5,1014.4,2.1,212,0,7,23,0.6,144,35,20,79,31,48,0,0,1,6,20,41,11,0,13,66,10,21,2,4
20180506,1587,1,2018,5,6,32.8,25.6,20.7,73,1006,1.7,0,47,7,24,0.7,117,51,35,88,35,53,2,1,4,4,16,45,16,2,15,71,9,18,1,4
20180507,1588,0,2018,5,7,26.6,21.9,17.5,84.5,1005.6,2.1,20,0,7,34,0.9,71,53,34,96,35,61,0,0,0,8,26,49,13,0,21,75,12,27,4,4
20180508,1589,0,2018,5,8,22.9,18.3,16.4,89.8,1011.2,2.4,370,39,6,28,0.7,129,23,14,83,42,41,0,1,2,12,18,42,8,0,18,65,12,20,0,2
20180509,1590,0,2018,5,9,21.5,16.9,11.2,77,1019.6,1.4,0,107,9,30,0.7,142,44,22,82,37,45,0,0,4,4,23,35,16,0,14,68,8,30,0,1
20180510,1591,0,2018,5,10,22.7,16.7,10.5,69.5,1020.9,2.5,0,79,7,19,0.5,142,38,18,90,31,59,1,0,2,7,26,36,18,1,16,73,12,26,1,2
20180511,1592,0,2018,5,11,27.9,20.5,10.9,72.5,1014.2,2.7,0,96,6,16,0.6,116,41,22,94,39,55,0,1,2,8,25,42,16,0,18,76,13,27,0,3
20180512,1593,1,2018,5,12,31.6,25.5,20.6,71.8,1008.9,1.5,0,64,8,22,0.6,118,52,31,96,40,56,1,0,3,16,25,41,10,1,28,67,12,27,0,5
20180513,1594,1,2018,5,13,26.3,23.4,21.1,89,1009.6,1.4,7,19,10,40,1.2,150,93,66,102,42,60,1,0,3,8,26,49,15,1,21,80,11,25,1,2
20180514,1595,0,2018,5,14,33.6,26.7,21,76.8,1008.2,1.7,0,105,8,19,0.9,142,54,43,106,45,61,0,1,2,4,27,58,14,0,18,88,14,38,3,4
20180515,1596,0,2018,5,15,34.1,28.4,24.6,76.5,1005.1,2.5,0,68,7,16,0.7,123,47,34,117,48,69,1,0,0,10,22,64,20,1,21,95,16,31,2,3
20180516,1597,0,2018,5,16,36.1,29.6,23.4,73.5,1003.2,2.6,0,121,7,18,0.7,138,48,31,103,43,60,0,0,2,7,31,50,13,0,20,83,10,28,0,3
20180517,1598,0,2018,5,17,36.9,28.8,25.1,75,1002.8,1.7,0,91,10,40,0.8,165,62,36,98,34,64,3,1,1,10,13,54,16,4,15,79,16,36,2,2
20180518,1599,0,2018,5,18,32.6,26.7,22.3,80.5,1005.7,2,0,93,10,43,1,229,89,54,107,40,67,0,0,2,9,20,54,22,0,16,91,12,36,1,2
20180519,1600,1,2018,5,19,25.6,22.6,20.5,94.8,1008.6,1.2,135,0,5,28,0.9,97,36,23,74,27,47,0,1,1,4,20,34,14,1,14,59,11,26,1,2
20180520,1601,1,2018,5,20,23.6,21.4,19.3,94,1010.2,2.1,1,0,6,23,0.7,76,22,14,96,46,50,0,0,2,9,18,49,18,0,17,79,14,27,0,4
20180521,1602,0,2018,5,21,23.6,21.1,19.4,93.8,1011.9,1.7,1,0,6,27,0.7,67,30,19,87,32,55,0,1,1,10,26,33,16,1,18,68,12,17,0,7
20180522,1603,0,2018,5,22,30.4,24.1,21,84.3,1009.6,2.2,2,37,5,20,0.7,89,27,18,111,48,63,0,0,3,14,24,52,18,0,27,84,17,29,0,5
20180523,1604,0,2018,5,23,25.2,20.7,17.4,64.8,1013.2,2.1,2,96,7,34,0.8,172,72,22,66,29,37,0,0,3,8,25,23,7,0,23,43,7,11,1,0
20180524,1605,0,2018,5,24,27.9,21.7,13.8,59.8,1010.3,2,0,75,10,35,0.7,156,108,31,86,36,50,0,0,2,8,19,43,14,0,17,69,7,26,1,5
20180525,1606,0,2018,5,25,29.8,24.8,20.6,69.5,1003.4,1.3,0,26,10,42,0.8,138,118,49,101,37,64,0,0,2,11,29,51,8,0,23,78,19,25,0,1
